,business_id,ambiance_score,atmosphere_score,dessert_score,drinks_score,entertainment_score,experience_score,food_score,food_portion_score,kid_friendly_score,location_score,noise_level_score,price_score,seating_score,service_score,setting_score,space_score,waiting_time_score,Restaurants_good_for_groups_owner_provided,good_for_kids_owner_provided,restaurant_is_expensive_owner_provided,noise_level_owner_provided
634,u9oG6CVhS9dJR5ZHS5q23A,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Positive
635,uBvHmZ7BMT8JW5kxgimPWg,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,Negative,Negative,No mention
636,uEv1I-0r82Krj4eEysjC4A,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,No mention,No mention,No mention,No mention,Negative,Positive
637,uFF40n9pOqHK1ciajdoSEw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Positive,Positive,Negative,Positive
638,uGo0TCVNOcDQxMArUU0Jrw,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Negative,No mention,Positive,Positive,Negative,Positive
639,uI15YInpDsGBUZcNfm_TfQ,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
640,uLRQINpcDXof3b3QowTzfg,No mention,Positive,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Positive,Positive,No mention,Positive,Positive,Negative,Positive
641,uO39--k_hrCFgZh-Bl8m8A,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
642,uPaVoR6XHk12KT9KTr1WFw,No mention,No mention,No mention,No mention,No mention,Positive,Negative,No mention,No mention,Positive,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention
643,uXxrl2LRH2mB1uw0GJF4GA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,No mention
644,uZYBF0YTU_iKq4_L_PDtMQ,Positive,Positive,Positive,No mention,No mention,No mention,Positive,No mention,No mention,Neutral,No mention,Positive,Negative,Positive,Positive,Neutral,Negative,Positive,Negative,Negative,Positive
645,ugkzb_3jAcK0RZLxIeK7gA,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,No mention
646,uriD7RFuHhLJeDdKaf0nFA,Positive,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
647,uvb3NcpqBEaCrrcyfNF-wA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
648,v1Uesklh8DpEufYOhTq4iA,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Negative,No mention,Positive,No mention,Negative,No mention,Positive,Neutral,Negative,No mention,Positive,Positive,Positive,Positive
649,v4AMcIZ--hXZuJIg3luUgg,Positive,Positive,No mention,No mention,No mention,Positive,Positive,Positive,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
650,v4lz71o76wWD8H15NsbZGA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Negative,Positive
651,v5jxpGnKbx3vVxs28dgokQ,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,Negative,No mention,Negative,No mention,Negative,No mention,Positive,Positive,Negative,Positive
652,v7dKKlpLH36GQTIX5qIReQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Positive,Positive,Negative,Positive
653,vC2qm1y3Au5czBtbhc-DNw,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
654,vDBfhX1XI4uRWBCQQNRsUg,Positive,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
655,vFTf9qG8QnGIIcfU8VkO8w,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention
656,vLT1KtrA9bWvjFOg-0xVIg,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
657,vNRTLUP22o1X3sMURoiB9A,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
658,vZG0BDPGDJxMGiXcGoVU6w,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Negative,No mention
659,vhWlxyLEWAbNOMtQ42yzFg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Negative,Positive,Negative,Positive
660,vi5xjfEhV6rnXrC_GbdhnA,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
661,vj6AetpADpHOYtMRZsXX3g,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Negative,No mention,Positive,Positive,Positive,No mention,Positive,Positive,Negative,Positive
662,vmq2cm0Ayol4toVsL4dZfA,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
663,vyOVT4bcW227LRwJGHTeSw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Negative,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
664,w8AxfAjNq7wU5jHmpLSpNg,Positive,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Negative,Negative,Positive
665,wFES5bGDiPANW13hNHnXOQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Negative,Negative,Positive,Positive
666,wJiaLWAxfqDeFsmE2cI8tg,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Positive,Positive,Positive
667,wKOD2ZWMpiJcdSswRXVuRA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
668,wMZAnrfwV-qHiV5zdTSrzw,Positive,Positive,No mention,Positive,No mention,Positive,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,Positive,Positive,Negative,Negative
669,wO4IO1uTN65jkYdaBJCL8A,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Negative
670,wWbfjQJ_y4m68pwPAUmCqw,No mention,Positive,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Negative,Negative,No mention
671,wb9P0ipW4ysbgNA9jIl3bg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
672,wfjqxgLSsLtyzswzQBziSw,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Positive,Positive,Negative,Positive
673,wupvqueqdEZXQxv14sa9vw,Positive,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
674,wvD7TOuE-qUhkyXoi8K8hA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Negative,No mention,Negative,No mention,No mention,No mention,Negative,Positive,Negative,Positive
675,wxdpQV7CZHn6_DFr-JGUgw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Positive
676,x1YPj22nR3b0S_fDVWTGZw,No mention,Positive,No mention,No mention,No mention,Negative,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Neutral,Negative,No mention,No mention,No mention,No mention
677,x2_m8MqR9zEiKCiQqAcadw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,No mention
678,x2ly0NsSTMmMpljpdIZdYA,Positive,Positive,No mention,Positive,No mention,Positive,Neutral,No mention,Negative,Negative,No mention,Negative,No mention,Negative,Negative,No mention,Negative,Positive,Negative,Negative,Positive
679,xEjPCUocVTNszm3D39qmYg,Positive,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Positive,No mention,No mention,No mention,No mention,No mention
680,xGaYXbXGwagUKPNEaVqbWw,No mention,No mention,No mention,Negative,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,Negative,No mention,Positive,Negative,No mention
681,xHG-xznai_fgceFDl6xn5w,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Positive,No mention,No mention,No mention,Negative,Positive
682,xRapA2lG7mjJ6eOqHmxe-A,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Negative,Negative,Positive,Positive
683,xUd0QOyVzx9SQhWulcOPAw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
684,xVtO6a4dqKQQzMXkSPL80A,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Negative,Negative,Negative,Positive
685,xkYNvZlraS1JGleICGhE1w,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
686,y4x_wAQvUxvTR8iV-JP4Jg,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
687,yEmEDomLUofVtbZoUeFV5g,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
688,yIAgFdYQY3UdfDn-qO0K7g,Positive,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Negative,Negative,Positive
689,yPSejq3_erxo9zdVYTBnZA,No mention,Positive,No mention,Positive,Positive,No mention,Positive,Positive,No mention,Positive,No mention,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Negative,Positive
690,ySRkAFddd1tCUzRDjbECdg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention
691,ycbmvmBYk4w_ZmdrPL0tBQ,No mention,No mention,No mention,Positive,No mention,Negative,Positive,No mention,No mention,Neutral,No mention,No mention,No mention,Positive,Negative,Positive,Neutral,No mention,Negative,Negative,Positive
692,yqJuEIGZpA9ILqCuBCWDkQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Negative,Negative
693,yw3vRR7XLIjEnlhMnVzR7w,No mention,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,Positive,No mention,Neutral,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
694,yy6suHtRjIg3RwsNt5vstA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Negative,No mention,No mention
695,z-9_8ot2TnKL9DX4k3MYMQ,No mention,Positive,No mention,No mention,No mention,No mention,Neutral,No mention,No mention,No mention,No mention,Positive,No mention,Negative,No mention,No mention,Negative,Positive,Positive,Negative,Positive
696,z31te0YMSegTdktp3qYqGw,No mention,Positive,No mention,No mention,Positive,No mention,Positive,Positive,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
697,z5N7vgaNSBpjKT_gbY53sw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,Positive,Negative,Positive
698,z64NmuzWMMmJty6gE_3nWQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Negative,No mention,Negative,No mention,Positive,Neutral,Negative,No mention,No mention,No mention,Negative,No mention
699,z6I4QVP1M1HXETgwD92XHg,Negative,Negative,No mention,No mention,No mention,Negative,Positive,No mention,No mention,Negative,No mention,Negative,No mention,Negative,No mention,Negative,Negative,Positive,Negative,Positive,Positive
700,z9-8KvMAlVK46De-G3sNJQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Negative
701,zE8kXF0_2Twh4AhcewlFGw,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,Positive,Positive,Negative,Positive
702,zNbRWVCKNe6gBShmnuAQNw,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,No mention
703,zRWhcNF3AVuB3ti7V4t88g,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Negative,Negative
704,zWwGjQlUEiLS7hCXDkBGzg,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Positive,Negative,Positive
705,zbrIMldF_O1ZQ0vpUaaa8A,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Positive,No mention,Positive,Positive,Negative,Positive
706,zeAfmYy9b1gfUJLRBHm6vQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Neutral,No mention,Positive,Positive,Negative,Positive
707,ziXR7sUrbKRCNeDqfjibUg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
708,zkMqKD6IZPcU10g0a2APmg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,No mention,Negative,Positive
709,znlrxrY4InSx7ekPZxoHRw,No mention,Positive,No mention,No mention,Positive,Positive,Positive,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,Positive,No mention,Positive,Negative,Positive
710,zpuFEeAhrNzXPkOlBf5Kog,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
711,zu4p6IZLSVn2Noto-vcwzw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Positive,Positive,Negative,Positive
